dish_name,count,lemmas,course,protein,cooking_method,canonical_name
"Sokmagvas rántott halfilé, francia saláta, rizs",1,"sokmagvas rántott halfilé , francia saláta , rizs",főétel,hal,rántott,"Sokmagvas rántott halfilé, francia saláta, rizs"
"Sokmagvas rántott csirkemell, burgonyasaláta",1,"sokmagvas ránt csirkemell , burgonyasaláta",főétel,csirke,rántott,rántott csirkemell
"Sokmagvas halfilé, rizs, majonézes kukorica",1,"Sokmagvas halfilé , rizs , majonézes kukorica",főétel,hal,,"Sokmagvas halfilé, rizs, majonézes kukorica"
"Sokmagvas halfilé rántva, vajas burgonya",1,"Sokmagvas halfilé rántva , vajas burgonya",főétel,hal,rántott,"Sokmagvas halfilé rántva, vajas burgonya"
"Sokmagvas halfilé rántva, rizs, majonézes kukorica",1,"Sokmagvas halfilé rántva , rizs , majonézes kukorica",főétel,hal,rántott,"Sokmagvas halfilé rántva, rizs, majonézes kukorica"
"Sokmagvas halfilé rántva, rizs, almasaláta",1,"Sokmagvas halfilé rántva , rizs , almasaláta",főétel,hal,rántott,"Sokmagvas halfilé rántva, rizs, almasaláta"
"Sokmagvas halfilé rántva, rizs",1,"Sokmagvas halfilé rántva , rizs",főétel,hal,rántott,"Sokmagvas halfilé rántva, rizs"
"Sokmagvas halfilé rántva, majonézes kukorica, rizs",1,"Sokmagvas halfilé rántva , majonézes kukorica , rizs",főétel,hal,rántott,"Sokmagvas halfilé rántva, rizs, majonézes kukorica"
"Sokmagvas halfilé rántva, fahéjas alma, rizs",1,"Sokmagvas halfilé rántva , fahéjas alma , rizs",főétel,hal,rántott,"Sokmagvas halfilé rántva, fahéjas alma, rizs"
"Sokmagvas csirkemell, sültburgonya",1,"Sokmagvas csirkemell , sültburgonya",főétel,csirke,sült,hasábburgonya
"Sokmagvas csirkemell, rizs",1,"Sokmagvas csirkemell , rizs",főétel,csirke,,"Sokmagvas csirkemell, rizs"
"Sokmagvas csirkemell, majonézes salátával",1,"Sokmagvas csirkemell , majonézes saláta",főétel,csirke,,"Sokmagvas csirkemell, majonézes salátával"
"Sokmagvas csirkemell, francia saláta",1,"Sokmagvas csirkemell , francia saláta",főétel,csirke,,"Sokmagvas csirkemell, francia saláta"
Sokmagvas csirkemell zöldséges rizs,1,Sokmagvas csirkemell zöldséges rizs,főétel,csirke,,Sokmagvas csirkemell zöldséges rizs
Sokmagvas csirkemell vegyes körettel,1,Sokmagvas csirkemell vegyes köret,főétel,csirke,,Sokmagvas csirkemell vegyes körettel
Sokmagvas csirkemell vegyes köret,1,Sokmagvas csirkemell vegyes köret,főétel,csirke,,Sokmagvas csirkemell vegyes körettel
Sokmagvas csirkemell kukoricás rizs,1,Sokmagvas csirkemell kukoricás rizs,főétel,csirke,,Sokmagvas csirkemell kukoricás rizs
"Sokmagos szelet, rizzsel",1,"sokmagos szél , rizz",főétel,,,"Sokmagos szelet, rizzsel"
"Sokmagos rántott halfilé, rizs",1,"sokmagos rántott halfilé , rizs",főétel,hal,rántott,"Sokmagos rántott halfilé, rizs"
"Sokmagos rántott halfilé, majonézes kukorica, rizs",1,"sokmagos rántott halfilé , majonézes kukorica , rizs",főétel,hal,rántott,"Sokmagos rántott halfilé, majonézes kukorica, rizs"
"Sokmagos rántott halfilé, francia saláta, rizs",1,"sokmagos rántott halfilé , francia saláta , rizs",főétel,hal,rántott,"Sokmagos rántott halfilé, francia saláta, rizs"
"Sokmagos rántott hal, francia saláta, rizs",1,"sokmagos rántott hal , francia saláta , rizs",főétel,hal,rántott,"Sokmagos rántott hal, francia saláta, rizs"
"Sokmagos halfilé, rántva",1,"sokmagos halfilé , rántva",főétel,hal,rántott,"Sokmagos halfilé, rántva"
Zöldborsóleves eperkockával,1,Zöldborsóleves eperkocka,leves,,,Zöldborsóleves eperkockával
"Sokmagos halfilé, majonézes kukorica, rizs",1,"sokmagos halfilé , majonézes kukorica , rizs",főétel,hal,,"Sokmagos halfilé, majonézes kukorica, rizs"
"Sokmagos halfilé, francia saláta, rizs",1,"sokmagos halfilé , francia saláta , rizs",főétel,hal,,"Sokmagos halfilé, francia saláta, rizs"
"Sokmagos halfilé rántva, rizs, kukorica saláta",1,"sokmagos halfilé rántva , rizs , kukorica saláta",főétel,hal,rántott,"Sokmagos halfilé rántva, rizs, kukorica saláta"
"Sokmagos halfilé rántva, rizs, francia saláta",1,"sokmagos halfilé rántva , rizs , francia saláta",főétel,hal,rántott,"Sokmagos halfilé rántva, rizs, francia saláta"
"Sokmagos halfilé rántva, rizs",1,"sokmagos halfilé rántva , rizs",főétel,hal,rántott,"Sokmagos halfilé rántva, rizs"
"Sokmagos halfilé rántva, almasaláta, rizs",1,"sokmagos halfilé rántva , almasaláta , rizs",főétel,hal,rántott,"Sokmagos halfilé rántva, almasaláta, rizs"
"Sok sajttal töltött rántott csirkemell, krokett",1,"sok sajt tölt rántott csirkemell , krokett",főétel,csirke,"rántott,töltött",rántott csirkemell
"Sok sajttal töltött pulykamell rántva, rizibizi",1,"sok sajt töltött pulykamell rántva , rizibizi",főétel,csirke,"rántott,töltött",rizibizi
Sok magvas csirkemell vegyes köret,1,sok magvas csirkemell vegyes köret,főétel,csirke,,Sok magvas csirkemell vegyes köret
"Sobri tekercs, vajas burgonya",1,"Sobri tekercs , vajas burgonya",főétel,,,"Sobri tekercs, vajas burgonya"
"Sobri tekercs, törtburgonya",1,"Sobri tekercs , törtburgonya",főétel,,,burgonyapüré
"Sobri szelet, tésztával",1,"Sobri szél , tészta",főétel,,,"Sobri szelet, tésztával"
"Sobri szelet, tarhonya",1,"Sobri szelet , tarhony",főétel,,,"Sobri szelet, tarhonya"
"Sobri szelet, steak burgonya",1,"Sobri szél , steak burgonya",főétel,,,hasábburgonya
Zöldborsóleves eperlevéllel,1,Zöldborsóleves eperlevél,leves,,,Zöldborsóleves eperlevéllel
"Sobri szelet, hagymás rizs",1,"Sobri szél , hagymás rizs",főétel,,,"Sobri szelet, hagymás rizs"
Sobri szelet galuska B: Tejszínes csirkecomb filé zöldséges rizs,1,Sobri szél galuska B : Tejszínes csirkecomb filé zöldséges rizs,főétel,csirke,,galuska
Sobri sertésapró bulgurral,1,Sobri sertésapró bulgur,főétel,sertés,,Sobri sertésapró bulgurral
"Sobri sertés szelet, sültburgonya",1,"Sobri sertés szél , sültburgonya",főétel,sertés,sült,hasábburgonya
Sobri sertés szelet rizzsel,1,Sobri sertés szél rizz,főétel,sertés,,Sobri sertés szelet rizzsel
Snidlinges pulykaragu galuskával,1,snidlinges pulykaragu galuska,főétel,csirke,,Snidlinges pulykaragu galuskával
Snidlinges csontos tarja szalonnás tepsis burgonya,1,snidlinges csontos tar szalonnás tepsis burgonya,főétel,sertés,tepsis,Snidlinges csontos tarja szalonnás tepsis burgonya
"Sirius pecsenye hasábburgonya natúr karaj, kolbász, lilahagyma, bacon, f.sajt",1,"Sirius pecseny hasábburgonya natúr karaj , kolbász , lilahagyma , bac , f.saj",főétel,sertés,,hasábburgonya
"Sertéstokány galuskával, saláta",1,"Sertéstokány galuska , saláta",főétel,sertés,,"Sertéstokány galuskával, saláta"
"Sertéssült, tört burgonya, párolt káposzta C: Ananászos csirkemell, párolt rizs",1,"sertéssül , tört burgonya , párolt káposzta C : ananászos csirkemell , párolt rizs",főétel,"csirke,sertés","sült,párolt",burgonyapüré
"Sertéssült vadas mártással, csőtésztával",1,"Sertéssült vadas mártás , csőtészta",főétel,sertés,sült,"Sertéssült vadas mártással, csőtészta"
Zöldborsóleves galuskával,1,Zöldborsóleves galuska,leves,,,Zöldborsóleves galuskával
Sertéssült vadas mártással tésztával,1,Sertéssült vadas mártás tészta,főétel,sertés,sült,Sertéssült vadas mártással tésztával
Sertéssült petrezselymes burgonya,1,Sertéssült petrezselymes burgonya,főétel,sertés,sült,petrezselymes burgonya
"Sertéssült borsmártással, vajas burgonya",1,"Sertéssült borsmártás , vajas burgonya",főétel,sertés,sült,"Sertéssült borsmártással, vajas burgonya"
"Sertéssült Pékné módra, vele sült burgonya",1,"Sertéssült Pékné mód , vele sült burgonya",főétel,sertés,sült,"Sertéssült Pékné módra, vele sült burgonya"
"Sertésszelet stroganoff, vegyes köret",1,"Sertésszelet stroganoff , vegyes köret",főétel,sertés,,"Sertésszelet stroganoff, vegyes köret"
Sertésraguval töltött tócsni,1,Sertésragu töltött tócsik,főétel,sertés,töltött,Sertésraguval töltött tócsni
"Sertésragu, orsó tésztával",1,"Sertésragu , orsó tészta",főétel,sertés,,"Sertésragu, orsó tésztával"
Sertésragu orsó tészta,1,Sertésragu orsó tészta,főétel,sertés,,"Sertésragu, orsó tésztával"
"Sertésragu leves - Rizsfelfújt, Káposztás tészta",1,"Sertésragu leves - Rizsfelfújt , Káposztás tészta",leves,sertés,,káposztás tészta
Sertésragu budapest módra párolt rizzsel,1,Sertésragu budapest mód párolt rizz,főétel,sertés,párolt,Sertésragu budapest módra párolt rizzsel
Sertésragu budapest módra krokett,1,Sertésragu budapest mód krokett,főétel,sertés,,Sertésragu budapest módra krokett
Sertésragu budapest módra jázmin rizs,1,Sertésragu budapes mód jázmin rizs,főétel,sertés,,Sertésragu budapest módra jázmin rizs
"Sertéspörkölt, zöldbabfőzelék",1,"sertéspörkölt , zöldbabfőzelék",főzelék,sertés,pörkölt,sertéspörkölt
"Sertéspörkölt, tökfőzelékkel",1,"Sertéspörkölt , tökfőzelék",főzelék,sertés,pörkölt,sertéspörkölt
"Sertéspörkölt, tökfőzelék",1,"sertéspörkölt , tökfőzelék",főzelék,sertés,pörkölt,sertéspörkölt
"Sertéspörkölt, orsó tésztával",1,"sertéspörköl , orsó tészta",főétel,sertés,pörkölt,sertéspörkölt
"Sertéspörkölt, főttburgonya",1,"sertéspörkölt , főttburgonya",főétel,sertés,"főtt,pörkölt",sertéspörkölt
"Sertéspörkölt tésztával, csemegeuborkával",1,"Sertéspörkölt tészta , csemegeuborka",főétel,sertés,pörkölt,sertéspörkölt
Sertéspörkölt tésztával és savanyúsággal,1,Sertéspörkölt tészta és savanyúság,főétel,sertés,pörkölt,sertéspörkölt
"Sertéspörkölt tésztával C: Rántott sajt, rizibizi",1,"Sertéspörkölt tészta C : Rántott sajt , rizibizi",főétel,sertés,"rántott,pörkölt",rizibizi
Sertéspörkölt tészta,1,Sertéspörkölt tészta,főétel,sertés,pörkölt,sertéspörkölt
"Sertéspörkölt tarhonyával, savanyúság",1,"Sertéspörkölt tarhonya , savanyúság",főétel,sertés,pörkölt,sertéspörkölt
Sertéspörkölt pirított tarhonya csalamádé,1,Sertéspörkölt pirított tarhonya csalamádé,főétel,sertés,"pirított,pörkölt",sertéspörkölt
Sertéspörkölt nokedlivel,1,Sertéspörkölt nokedli,főétel,sertés,pörkölt,sertéspörkölt
Sertéspörkölt nokedli,1,Sertéspörkölt nokedli,főétel,sertés,pörkölt,sertéspörkölt
Sertéspörkölt kelkáposzta főzelékkel,1,Sertéspörkölt kelkáposzta főzelék,főzelék,sertés,pörkölt,sertéspörkölt
Zöldborsóleves reszelt tésztával,1,Zöldborsóleves reszelt tészta,leves,,,Zöldborsóleves reszelt tésztával
"Zöldborsóleves, vajgaluskával",1,"Zöldborsóleves , vajgaluska",leves,,,"Zöldborsóleves, vajgaluskával"
Zöldborsós csirkemáj pörkölt jázmin rizs,1,zöldborsós csirkemáj pörkölt jázmin rizs,főétel,csirke,pörkölt,Zöldborsós csirkemáj pörkölt jázmin rizs
"Sertéskaraj vadasan, törtburgonya",1,"Sertéskaraj vadas , törtburgonya",főétel,sertés,,burgonyapüré
Sertéskaraj vadasan csőtésztával,1,Sertéskaraj vadas csőtészta,főétel,sertés,,"Sertéskaraj vadasan, csőtészta"
Sertéskaraj vadasan bulgurral,1,Sertéskaraj vadasan bulgur,főétel,sertés,,Sertéskaraj vadasan bulgurral
Sertéskaraj sztroganoff módra rizzsel,1,Sertéskaraj sztroganoff mód rizzs,főétel,sertés,,Sertéskaraj sztroganoff módra rizzsel
Sertéskaraj párizsiasan csőben sült rizses brokkolival,1,Sertéskaraj párizsias cső sült rizses brokkoli,főétel,sertés,"sült,párizsi",Sertéskaraj párizsiasan csőben sült rizses brokkolival
Sertéskaraj párizsiasan csőben sült brokkoli,1,Sertéskaraj párizsias cső sült brokkoli,főétel,sertés,"sült,párizsi",Sertéskaraj párizsiasan csőben sült brokkolival
"Sertéskaraj Stroganoff módra, rizzsel",1,"Sertéskaraj Stroganoff mód , rizz",főétel,sertés,,"Sertéskaraj Stroganoff módra, rizzsel"
Sertéskaraj Stroganoff módra tésztával,1,Sertéskaraj Stroganoff mód tészta,főétel,sertés,,Sertéskaraj Stroganoff módra tésztával
Zöldborsós csirkeragu,1,zöldborsós csirkeragu,főétel,csirke,,Zöldborsós csirkeragu
"Sertéskaraj ""vadas"" módra tésztával",1,"Sertéskaraj "" vadas "" mód tészta",főétel,sertés,,"Sertéskaraj ""vadas"" módra tésztával"
"Sertéskaraj ""Otthon"" módra",1,"Sertéskaraj "" Otthon "" mód",főétel,sertés,,"Sertéskaraj ""Otthon"" módra"
"Sertéskaraj ""Jóasszony"" módra, vegyes köret",1,"Sertéskaraj "" Jóasszony "" mód , vegyes köret",főétel,sertés,,"Sertéskaraj ""Jóasszony"" módra, vegyes köret"
"Sertéskaraj ""Dubarry"" módra, rizibizi",1,"Sertéskaraj "" Dubarry "" mód , rizibizi",főétel,sertés,,rizibizi
"Sertéskaraj ""Dubarry"" módra, burgonyakrokett",1,"Sertéskaraj "" Dubarry "" mód , burgonyakrokett",főétel,sertés,,"Sertéskaraj ""Dubarry"" módra, burgonyakrokett"
"Sertéskaraj ""Dubarry"" módra, burgonya krokett",1,"Sertéskaraj "" Dubarry "" mód , burgonya krokett",főétel,sertés,,"Sertéskaraj ""Dubarry"" módra, burgonya krokett"
"Sertéskaraj ""Dubarry"" módra, bulgur",1,"Sertéskaraj "" Dubarry "" mód , bulgur",főétel,sertés,,"Sertéskaraj ""Dubarry"" módra, bulgur"
"Sertéskaraj ""Dubarry"" módra rizs",1,"Sertéskaraj "" Dubarry "" mód rizs",főétel,sertés,,"Sertéskaraj ""Dubarry"" módra rizs"
"Sertéskaraj ""Budapest"" módra, burgonyakrokett",1,"Sertéskaraj "" Budapest "" mód , burgonyakrokett",főétel,sertés,,"Sertéskaraj ""Budapest"" módra, burgonyakrokett"
Sertésjava citromos vajmártással pürén,1,Sertésjava citromos vajmártás pür,főétel,sertés,,Sertésjava citromos vajmártással pürén
Sertéshúsleves cérnametélttel,1,Sertéshúsleves cérnametélt,leves,sertés,,húsleves
"Sertéscsíkok párizsi bundában, párolt rizs, saláta",1,"Sertéscsík párizsi bunda , párolt rizs , saláta",főétel,sertés,"párolt,párizsi","Sertéscsíkok párizsi bundában, párolt rizs, saláta"
Sertéscomb vadas mártással szalvéta gombóccal,1,Sertéscomb vadas mártás szalvéta gombóc,desszert,sertés,,Sertéscomb vadas mártással szalvéta gombóccal
Sertésborda jóasszony módra tésztával,1,Sertésborda jóasszony mód tészta,főétel,sertés,,Sertésborda jóasszony módra tésztával
Sertésborda jóasszony módra jázmin rizzsel,1,Sertésborda jóasszony mód jázmin rizz,főétel,sertés,,Sertésborda jóasszony módra jázmin rizzsel
"Sertésapró ""Budapest"" módra rizzsel",1,"Sertésapró "" Budapest "" mód rizzs",főétel,sertés,,"Sertésapró ""Budapest"" módra rizzsel"
"Sertés vadász módra, hagymás rizs",1,"Sertés vadász mód , hagymás rizs",főétel,sertés,,"Sertés vadász módra, hagymás rizs"
"Sertés tokány, párolt rizs, saláta",1,"sertés tokány , párolt rizs , saláta",főétel,sertés,párolt,"Sertés tokány, párolt rizs, saláta"
Sertés tokány jázmin rizs,1,sertés tokány jázmin rizs,főétel,sertés,,Sertés tokány jázmin rizs
Sertés sült steak burgonyával és papirka mártással,1,sertés sült steak burgonya és papirka mártás,főétel,sertés,sült,Sertés sült steak burgonyával és papirka mártással
Sertés sült barnamártással pürével és savanyított zöldségekkel,1,sertés sül barnamártás pür és savanyított zöldség,főétel,sertés,sült,Sertés sült barnamártással pürével és savanyított zöldségekkel
Sertés sült barnamártással pürével és savanyított zöldség raguval,1,sertés sül barnamártás pür és savanyított zöldség raguval,főétel,sertés,sült,Sertés sült barnamártással pürével és savanyított zöldségekkel
Sertés sült barnamártással pürével és savanyított karfiollal,1,sertés sül barnamártás pür és savanyított karfioll,főétel,sertés,sült,Sertés sült barnamártással pürével és savanyított karfiollal
Sertés szűzérme magyarosan jázmin rizzsel,1,Sertés szűzérme magyaros jázmin rizzs,főétel,sertés,,Sertés szűzérme magyarosan jázmin rizzsel
"Sertés szelet, tanyasi módra, törtburgonya",1,"sertés szél , tanyasi mód , törtburgonya",főétel,sertés,,burgonyapüré
"Sertés szelet vadas módra, csusza tészta",1,"Sertés szél vadas mód , csusza tészta",főétel,sertés,,"Sertés szelet vadas módra, csusza tészta"
"Sertés szelet tanyasi módra, sültburgonya",1,"Sertés szél tanyasi mód , sültburgonya",főétel,sertés,sült,hasábburgonya
"Sertés szelet gazdagon, párolt rizs, saláta",1,"sertés szelet gazdag , párolt rizs , saláta",főétel,sertés,párolt,"Sertés szelet gazdagon, párolt rizs, saláta"
"Sertés szelet gazdagon, petrezselymes burgonya, saláta",1,"sertés szél gazdag , petrezselymes burgonya , saláta",főétel,sertés,,petrezselymes burgonya
