dish_name,count,lemmas,course,protein,cooking_method
"Gulyásleves - szilvás gombóc, burgonyás tészta",1,"Gulyásleves - szilvás gombóc , burgonyás tészta",leves,marha,
"Hamis gulyás - szezámmagos rántott sajt, rizs vagy rántott camembert, rizs",1,"hamis gulyás - szezámmagos rántott sajt , rizs vagy ránt camember , rizs",főétel,marha,rántott
Savanyú burgonya leves kolbásszal - csontleves - gyümölcsleves,1,savanyú burgonya leves kolbász - csontleves - gyümölcsleves,leves,sertés,
"Pirított csirkemell édes és csípős pepperóni barnamártás, pennén",1,"pirított csirkemell édes és csípős pepperóni barnamártás , pennén",főétel,csirke,pirított
Liba leves,1,Li leves,leves,,
"Göngyölt hús, zöldborsó főzelékkel",1,"Göngyölt hús , zöldborsó főzelék",főzelék,,
"Rántott csirkemell, almafőzelék",1,"rántott csirkemell , almafőzelék",főzelék,csirke,rántott
Csirkemell corn flakes bundában káposztasalátával,1,Csirkemell corn flakes bunda káposztasaláta,főétel,csirke,
"Gulyásleves, halászlé - túrós csusza , darás metélt",1,"gulyásleves , halászlé - túrós csusz , darás metél",leves,"marha,hal",
"Sokmagvas rántott halfilé, francia saláta, rizs",1,"sokmagvas rántott halfilé , francia saláta , rizs",főétel,hal,rántott
"Édesburgonya krémleves, bacon chips",1,"Édesburgonya krémleves , bac chips",leves,sertés,
"Füstölt sajttal töltött rántott csirkemell, mini rösztivel",1,"Füstölt sajt töltött rántott csirkemell , mini röszti",főétel,csirke,"rántott,töltött"
"Zöldséges lencsesaláta, fűszervajas antipasto",1,"zöldséges lencsesaláta , fűszervajas antipasto",főétel,vegetáriánus,
Rántott pulykamell vegyes köret,1,rántott pulykamell vegyes köret,főétel,csirke,rántott
Gyros fetával,1,Gyros fet,főétel,,
Bolognai spagetti csirkemellből,1,Bolognai spagetti csirkemell,főétel,csirke,
"Holstein sertésszelet, törtburgonya",1,"Holstein sertésszelet , törtburgonya",főétel,sertés,
"Zöldborsós tokány galuskával, saláta",1,"Zöldborsós tokány galuska , saláta",főétel,,
Zöldséges tejszínes csirkemell bulgurral,1,zöldséges tejszínes csirkemell bulgur,főétel,csirke,
Csikóstokány tésztával,1,Csikóstokány tészta,főétel,,
Húsos paradicsomos penne,1,húsos paradicsomos pesz,főétel,,
Párizsi karaj besütött brokkolival,1,párizsi karaj besüt brokkoli,főétel,sertés,párizsi
Saslik franciasalátával,1,saslik franciasalátá,főétel,,
Zúza pörkölt tarhonyával,1,Zúza pörkölt tarhonya,főétel,,pörkölt
"Csőben sült barackos csirkemell, kuszkusz",1,"cső sült barackos csirkemell , kuszkusz",főétel,csirke,sült
"Zöldborsófőzelék, párolt csirke",1,"Zöldborsófőzelék , párolt csirke",főzelék,csirke,párolt
"Hamis gulyás - sonkával töltött sajt, rizs, tartár vagy",1,"hamis gulyás - sonka töltött sajt , rizs , tartár vagy",főétel,"sertés,marha",töltött
Babgulyás - orjaleves,1,Babgulyás - orjaleves,leves,marha,
Bableves - pecsenyeleves,1,bableves - pecsenyeleves,leves,,
"Sajttal - őszibarackkal töltött szelet, petrezselymes burgonya",1,"Sajt - őszibarack töltött szél , petrezselymes burgonya",főétel,vegetáriánus,töltött
"Bableves - lenmagos rántott jérce, burgonyapüré vagy Bolognai spagetti",1,"bableves - lenmagos rántott jérce , burgonyapüré vagy Bolognai spagetti",leves,csirke,rántott
"Pankós rántott hal, rizs, almasaláta",1,"Pankós rántott hal , rizs , almasaláta",főétel,hal,rántott
Lecsós csirke házi karikaburgonya,1,Lecsós csirke házi karikaburgonya,főétel,csirke,
"Zöldbabfőzelék, csirke falatokkal",1,"Zöldbabfőzelék , csirke falat",főzelék,csirke,
"Sajttal töltött sertés tekercs, rizibizi, saláta c: csevapcsicsa, karikás burgonya, saláta",1,"Sajt töltött sertés tekercs , rizibizi , saláta c : csevapcsicsa , karikás burgonya , saláta",főétel,sertés,töltött
"Füstölt sajttal töltött rántott pulykamell, rizibizi",1,"Füstölt sajt tölt rántott pulykamell , rizibizi",főétel,csirke,"rántott,töltött"
"Csülök pörkölt, tarhonya",1,"Csül pörkölt , tarhony",főétel,sertés,pörkölt
"Négysajtos csirke, rizs",1,"négysajtos csirke , rizs",főétel,csirke,
"Párizsi sertés csíkok, zöldséges rizs, kompót c: bánfi sertés máj, hagymás burgonya, saláta",1,"párizsi sertés csík , zöldséges rizs , kompót c : bánfi sertés máj , hagymás burgonya , saláta",főétel,sertés,párizsi
Karfiolleves - zöldségleves,1,karfiolleves - zöldségleves,leves,vegetáriánus,
"Aszalt szilvával töltött sertés java, vajas burgonya, saláta",1,"aszalt szilva töltött sertés java , vajas burgonya , saláta",főétel,sertés,töltött
"Csőben sült brokkolis csirkemell, párolt rizs",1,"cső sült brokkolis csirkemell , párolt rizs",főétel,csirke,"sült,párolt"
Svájc grill csirkemell bulgurral,1,Svájc grill csirkemell bulgur,főétel,csirke,grillezett
Pulyapaprikás nokedlivel,1,pulyapaprikás nokedli,főétel,,
"Rántott tengeri halszelet, petrezselymes burgonya, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",1,"rántott tengeri halszelet , petrezselymes burgonya , saláta c : fokhagymás sertéssül , tört burgonya , párolt káposzta",főétel,sertés,"rántott,sült,párolt"
"Csőben sült cukkínis csirkemell, rizs",1,"cső sült cukkínis csirkemell , rizs",főétel,csirke,sült
"Sertés dubarry módra, bulgur",1,"sertés dubarry mód , bulgur",főétel,sertés,
"Alföldi rostélyos, törtburgonya",1,"alföldi rostélyos , törtburgonya",főétel,,
"Sajttal sonkával töltött batyu, petrezselymes burgonya",1,"Sajt sonka töltött batyu , petrezselymes burgonya",főétel,sertés,töltött
Sült kacsa narancs mártással és pürével,1,sült kacsa narancs mártás és püre,főétel,,sült
Rántott csirkecombok petrezselymes burgonyával,1,rántott csirkecomb petrezselymes burgonya,főétel,csirke,rántott
Frédi szelet tört burgonya,1,Frédi szél tört burgonya,főétel,,
Lecsós szelet kuszkusszal,1,Lecsós szelet kuszkusz,főétel,vegetáriánus,
Babgulyás - húsleves,1,Babgulyás - húsleves,leves,marha,
"Halászlé, gulyásleves - túrós csusza, mákos nudli",1,"Halászlé , gulyásleves - túrós csusza , mákos nudli",leves,"marha,hal",
"Hamis gulyás - bácskai rizses hús vagy rántott camembert sajt, rizs, áfonyalekvár",1,"hamis gulyás - bácskai rizses hús vagy rántott camember sajt , rizs , áfonyalekvár",főétel,marha,rántott
"Farm csirkecomb, sültburgonya",1,"Farm csirkecomb , sültburgonya",főétel,csirke,sült
Burgonya pogácsa barack lekvárral,1,Burgonya pogácsa barack lekvár,főétel,,
"Kemencében sült tarja babbal és sajttal, sültburgonyával",1,"Kemence sült tar bab és sajt , sültburgonya",főétel,sertés,sült
"Hekk sütve, kukoricás rizs",1,"Hekk sütve , kukoricás rizs",főétel,hal,sült
Mézes-mustáros sertésoldalas tört burgonya,1,mézes-mustáros sertésoldalas tört burgonya,főétel,sertés,
Szaggatott tésztaleves - erdélyi pacalcsorba,1,szaggatott tésztaleves - erdélyi pacalcsor,leves,,
"Mustáros sertés tarja, karikás burgonya, saláta",1,"mustáros sertés tar , karikás burgonya , saláta",főétel,sertés,
Rakott Bolognai spagetti,1,rakott Bolognai spagetti,főétel,,rakott
Csirke gordon tepsis burgonya,1,Csirke gord tepsis burgonya,főétel,csirke,tepsis
"Magvas rántott sertéskaraj, francia saláta, rizs",1,"Magvas ránt sertéskaraj , francia saláta , rizs",főétel,sertés,rántott
"Baconos - sajtos csirkemell, rántva, krokett",1,"Baconos - sajtos csirkemell , rántva , krokett",főétel,"csirke,sertés",rántott
Rántott karfiol párolt rizs tartármártás,1,rántott karfiol párolt rizs tartármártás,főétel,vegetáriánus,"rántott,párolt"
Zöldséges marharagu rizzsel,1,zöldséges marharagu rizzsel,főétel,marha,
Rántott halfilé pürével és tartár mártással,1,rántott halfilé pür és tartár mártás,főétel,hal,rántott
"Kentucky csirkeszárny, püré",1,"Kentucky csirkeszárny , püré",főétel,csirke,
"Roston sült csirkeszárny, petrezselymes burgonya, saláta",1,"Roston sült csirkeszárny , petrezselymes burgonya , saláta",főétel,csirke,"sült,grillezett"
Magyaros tarhonya leves,1,magyaros tarhonya leves,leves,,
Zöldség tempurában sült csirkemell gombás kölessel,1,zöldség tempurá sült csirkemell gombás köles,főétel,csirke,sült
"Paprikás sült hekk, törtburgonya",1,"paprikás sült hekk , törtburgonya",főétel,hal,sült
"Gombapaprikás, nokedli",1,"Gombapaprikás , nokedli",főétel,vegetáriánus,
"Sokmagvas halfilé rántva, vajas burgonya",1,"Sokmagvas halfilé rántva , vajas burgonya",főétel,hal,rántott
"Rántott csirkemell - rántott alma, gombás rizs, majonéz",1,"rántott csirkemell - rántott alma , gombás rizs , majonéz",főétel,csirke,rántott
"Csongrádi tekercs, rizs",1,"csongrádi tekercs , rizs",főétel,,
"Erdélyi gyümölcsmártás, rántott szelet",1,"erdélyi gyümölcsmártás , rántott szél",főétel,,rántott
Kacsaragu pennével,1,Kacsaragu penne,főétel,,
"Töltött csirkecomb, gombás rizs",1,"töltött csirkecomb , gombás rizs",főétel,csirke,töltött
"Gyümölcsleves, csevapcsicsa",1,"gyümölcsleves , csevapcsicsa",leves,,
"Szezámmagos rántott halfilé, rizibizi, tartár",1,"szezámmagos rántott halfilé , rizibizi , tartár",főétel,hal,rántott
"Sült császár ananászmártással, párolt rizzsel",1,"sült császár ananászmártás , párolt rizzs",főétel,,"sült,párolt"
"Sült oldalas, petrezselymes burgonya",1,"sült oldalas , petrezselymes burgonya",főétel,sertés,sült
"Rántott csirkemell- rántott velő, párolt rizs, majonézes burgonya c: sertés szelet budapest módra, hagymás burgonya, saláta",1,"rántott csirkemell- ránt velő , párolt rizs , majonézes burgonya c : sertés szél budapest mód , hagymás burgonya , saláta",főétel,"csirke,sertés","rántott,párolt"
"Magvas rántott sertéskaraj, krokett",1,"Magvas ránt sertéskaraj , krokett",főétel,sertés,rántott
"Babgulyás - sült derelye öntettel, burgonyás tészta",1,"Babgulyás - sült derely öntet , burgonyás tészta",leves,marha,sült
Sajtos / mákos nudli,1,sajtos / mákos nudli,főétel,vegetáriánus,
"Rántott sertésmáj, rizibizi",1,"rántott sertésmáj , rizibizi",főétel,sertés,rántott
Malacsült citromos mártással sültburgonyával,1,Malacsült citromos mártás sültburgonya,főétel,sertés,sült
Bakonyi gombás pulykatokány rizzsel,1,bakonyi gombás pulykatokány rizz,főétel,csirke,
Raguleves - csontleves,1,Raguleves - csontleves,leves,,
Csirkepörkölt tortillába tekerve pikáns tejföllel,1,Csirkepörkölt tortilla tekerve pikáns tejföl,főétel,csirke,pörkölt
"Rizsfelfújt, barack lekvár",1,"rizsfelfújt , barack lekvár",főétel,,
Aranygaluska - krumplis tészta - mákos nudli,1,Aranygaluska - krumplis tészta - mákos nudli,főétel,vegetáriánus,
"Babgulyás - túrós tészta, mákos metélt",1,"Babgulyás - túrós tészta , mákos metélt",leves,marha,
Friss citrusos bazsalikomos saláta - parmezános csirkemell csíkokkal,1,friss citrusos bazsalikomos saláta - parmezános csirkemell csík,főétel,csirke,
Kacsaragu tésztával,1,Kacsaragu tészta,főétel,,
"Csőben sült barackos csirkemell, párolt rizs c: sertés csíkok Orly módra, hagymás burgonya, saláta",1,"cső sült barackos csirkemell , párolt rizs c : sertés csík Orly mód , hagymás burgonya , saláta",főétel,"csirke,sertés","sült,párolt"
"Rántott csirkemell- rántott alma, rizibizi, tartármártás c: óvári sertés szelet, petrezselymes burgonya, saláta",1,"rántott csirkemell- rántott alma , rizibizi , tartármártás c : óvári sertés szelet , petrezselymes burgonya , saláta",főétel,"csirke,sertés",rántott
Rántott camembert salátával és áfonya lekvárral,1,rántott camember saláta és áfonya lekvár,főétel,,rántott
Hollandi mártásos szűzérme steak burgonya és párolt caruzabab,1,Hollandi mártásos szűzérme steak burgonya és párolt caruzabab,főétel,vegetáriánus,párolt
Sárgabarack - krémleves / csontleves,1,Sárgabarack - krémleves / csontleves,leves,,
"Sertés szelet jóasszony módra, párolt rizs, saláta c: rántott csirkemáj - rántott brokkoli, karikás burgonya, saláta",1,"Sertés szél jóasszony mód , párolt rizs , saláta c : rántott csirkemáj - rántott brokkoli , karikás burgonya , saláta",főétel,"csirke,sertés","rántott,párolt"
Libaleves cérnametélttel,1,Libaleves cérnametélt,leves,,
"Gyümölcsleves, vasalt csirke, jázmin rizzsel, joghurtos friss salátával",1,"gyümölcsleves , vasalt csirke , jázmin rizz , joghurtos friss saláta",leves,csirke,
"Rántott halfilé, francia saláta",1,"rántott halfilé , francia saláta",főétel,hal,rántott
Gombás sertés becsinált leves,1,gombás sertés becsinált leves,leves,sertés,
Szezámmagos csirkemell hagymás törtburgonyával,1,szezámmagos csirkemell hagymás törtburgonya,főétel,csirke,
Almával és sajttal sült csirkemell tejszínes pürével,1,Alma és sajt sült csirkemell tejszínes pür,főétel,csirke,sült
Zellerkrémleves - csontleves,1,Zellerkrémleves - csontleves,leves,,
"Babgulyás - sült derelye cukros tejföllel, diós metélt",1,"Babgulyás - sül derely cukros tejföl , diós metélt",leves,marha,sült
"Bableves- csirkepaprikás galuskával vagy rántott jérce, rizs",1,"bableves- csirkepaprikás galuska vagy ránt jérce , rizs",leves,csirke,rántott
Párizsi csirkemell majonézes saláta,1,párizsi csirkemell majonézes saláta,főétel,csirke,párizsi
Csikós tokány kukoricás rizs,1,Csikós tokány kukoricás rizs,főétel,,
"Halpaprikás, kapros galuska",1,"Halpaprikás , kapros galuska",főétel,,
"Göngyölt hús, burgonyapüré",1,"Göngyölt hús , burgonyapüré",főétel,,
"Tökmagos rántott jérce, burgonyakrokett",1,"tökmagos ránt jérce , burgonyakrokett",főétel,csirke,rántott
"Pankó morzsás rántott hús, kukoricás rizs",1,"Pankó morzsás rántott hús , kukoricás rizs",főétel,,rántott
"Tanyasi sertésszelet, burgonyapüré",1,"Tanyasi sertésszelet , burgonyapüré",főétel,sertés,
"Csongrádi tekercs, zöldséges rizs",1,"csongrádi tekercs , zöldséges rizs",főétel,vegetáriánus,
Töltött libanyak burgonyapürével és sült kacsamell,1,töltött libany burgonyapüre és sült kacsamell,főétel,,"sült,töltött"
Rántott hal majonézes burgonya salátával,1,rántott hal majonézes burgonya saláta,főétel,hal,rántott
"Gombakrémleves, sült tarjával, krumplipürével",1,"gombakrémleves , sült tar , krumplipüré",leves,vegetáriánus,sült
"Gyümölcsleves, tarja gazdagon, karika burgonyával",1,"Gyümölcsleves , tar gazdag , karika burgonya",leves,sertés,
Rizsfelfújt - krumplis tészta - ízes derelye,1,rizsfelfújt - krumplis tészta - ízes derely,főétel,vegetáriánus,
Velővel töltött sertésborda hasábburgonya,1,velő töltött sertésborda hasábburgonya,főétel,sertés,töltött
"Rántott csirkemell, sült krumplival, coleslaw-val amerikai káposzta saláta",1,"rántott csirkemell , sült krumpli , coleslaw-val amerikai káposzta saláta",főétel,csirke,"rántott,sült"
"Sült oldalas, zöldborsó főzelék",1,"sült oldalas , zöldborsó főzelék",főzelék,sertés,sült
"Sokmagvas rántott szelet, törtburgonya",1,"sokmagvas ránt szél , törtburgonya",főétel,,rántott
"Rántott szelet pankó morzsában, olivás törtburgonyával",1,"rántott szél pankó morzs , olivás törtburgonya",főétel,,rántott
"Bbq sült oldalas, steak burgonya",1,"Bbq sült oldalas , steak burgonya",főétel,sertés,sült
Roston csirkemellsteak kukoricás rizzsel,1,Roston csirkemellsteak kukoricás rizz,főétel,csirke,grillezett
"Kakaspörkölt, kapros galuskával",1,"Kakaspörkölt , kapros galuska",főétel,,pörkölt
"Füstölt sajttal töltött karaj, sültburgonya",1,"Füstölt sajt töltött karaj , sültburgonya",főétel,sertés,"sült,töltött"
Toszkán zöldségleves,1,Toszkán zöldségleves,leves,vegetáriánus,
"Sajttal-gombával töltött sertésjava, rizibizi, saláta c: bánfi sertésmáj, petrezselymes burgonya, saláta",1,"sajttal-gomba töltött sertésjava , rizibizi , saláta c : bánfi sertésmáj , petrezselymes burgonya , saláta",főétel,sertés,töltött
Dubarry csirkemell gombás rizs,1,Dubarry csirkemell gombás rizs,főétel,csirke,
